episode,total_reward,wait_time,epsilon,alpha,gamma
754,25,7,0.2,0.1,0.9
755,17,23,0.2,0.1,0.9
756,52,16,0.2,0.1,0.9
757,24,17,0.2,0.1,0.9
758,-118,77,0.2,0.1,0.9
759,43,8,0.2,0.1,0.9
760,27,7,0.2,0.1,0.9
761,40,10,0.2,0.1,0.9
762,27,5,0.2,0.1,0.9
763,27,5,0.2,0.1,0.9
764,17,6,0.2,0.1,0.9
765,2,21,0.2,0.1,0.9
766,-3,24,0.2,0.1,0.9
767,-138,82,0.2,0.1,0.9
768,-63,44,0.2,0.1,0.9
769,6,23,0.2,0.1,0.9
770,57,12,0.2,0.1,0.9
771,34,20,0.2,0.1,0.9
772,13,9,0.2,0.1,0.9
773,27,11,0.2,0.1,0.9
774,18,0,0.2,0.1,0.9
775,33,2,0.2,0.1,0.9
776,-99,71,0.2,0.1,0.9
777,40,11,0.2,0.1,0.9
778,36,14,0.2,0.1,0.9
779,21,19,0.2,0.1,0.9
780,-153,88,0.2,0.1,0.9
781,11,27,0.2,0.1,0.9
782,36,13,0.2,0.1,0.9
783,5,9,0.2,0.1,0.9
784,15,24,0.2,0.1,0.9
785,29,4,0.2,0.1,0.9
786,20,4,0.2,0.1,0.9
787,27,19,0.2,0.1,0.9
788,33,2,0.2,0.1,0.9
789,6,23,0.2,0.1,0.9
790,38,13,0.2,0.1,0.9
791,20,18,0.2,0.1,0.9
792,15,2,0.2,0.1,0.9
793,33,2,0.2,0.1,0.9
794,9,6,0.2,0.1,0.9
795,12,8,0.2,0.1,0.9
796,31,3,0.2,0.1,0.9
797,-32,28,0.2,0.1,0.9
798,42,9,0.2,0.1,0.9
799,38,28,0.2,0.1,0.9
800,33,2,0.2,0.1,0.9
801,13,7,0.2,0.1,0.9
802,43,8,0.2,0.1,0.9
803,25,13,0.2,0.1,0.9
804,34,30,0.2,0.1,0.9
805,24,30,0.2,0.1,0.9
806,50,18,0.2,0.1,0.9
807,-11,37,0.2,0.1,0.9
808,28,27,0.2,0.1,0.9
809,-52,60,0.2,0.1,0.9
810,43,8,0.2,0.1,0.9
811,15,14,0.2,0.1,0.9
812,-51,47,0.2,0.1,0.9
813,25,7,0.2,0.1,0.9
814,6,8,0.2,0.1,0.9
815,27,5,0.2,0.1,0.9
816,8,13,0.2,0.1,0.9
817,-6,16,0.2,0.1,0.9
818,27,6,0.2,0.1,0.9
819,37,21,0.2,0.1,0.9
820,15,31,0.2,0.1,0.9
821,52,16,0.2,0.1,0.9
822,41,29,0.2,0.1,0.9
823,27,6,0.2,0.1,0.9
824,52,16,0.2,0.1,0.9
825,57,12,0.2,0.1,0.9
826,25,8,0.2,0.1,0.9
827,34,20,0.2,0.1,0.9
828,13,7,0.2,0.1,0.9
829,13,38,0.2,0.1,0.9
830,10,10,0.2,0.1,0.9
831,26,6,0.2,0.1,0.9
832,15,17,0.2,0.1,0.9
833,-46,22,0.2,0.1,0.9
834,28,6,0.2,0.1,0.9
835,21,11,0.2,0.1,0.9
836,53,15,0.2,0.1,0.9
837,12,14,0.2,0.1,0.9
838,-35,26,0.2,0.1,0.9
839,-1,19,0.2,0.1,0.9
840,-38,48,0.2,0.1,0.9
841,38,12,0.2,0.1,0.9
842,29,4,0.2,0.1,0.9
843,17,8,0.2,0.1,0.9
844,17,20,0.2,0.1,0.9
845,15,16,0.2,0.1,0.9
846,-45,52,0.2,0.1,0.9
847,18,5,0.2,0.1,0.9
848,15,2,0.2,0.1,0.9
849,52,16,0.2,0.1,0.9
850,28,12,0.2,0.1,0.9
851,36,13,0.2,0.1,0.9
852,37,13,0.2,0.1,0.9
853,19,19,0.2,0.1,0.9
854,11,12,0.2,0.1,0.9
855,15,2,0.2,0.1,0.9
856,-42,54,0.2,0.1,0.9
857,20,13,0.2,0.1,0.9
858,15,2,0.2,0.1,0.9
859,31,3,0.2,0.1,0.9
860,27,5,0.2,0.1,0.9
861,50,18,0.2,0.1,0.9
862,-25,39,0.2,0.1,0.9
863,25,13,0.2,0.1,0.9
864,52,16,0.2,0.1,0.9
865,58,24,0.2,0.1,0.9
866,40,10,0.2,0.1,0.9
867,44,7,0.2,0.1,0.9
868,-87,63,0.2,0.1,0.9
869,-18,30,0.2,0.1,0.9
870,42,8,0.2,0.1,0.9
871,8,20,0.2,0.1,0.9
872,-11,16,0.2,0.1,0.9
873,4,11,0.2,0.1,0.9
874,5,13,0.2,0.1,0.9
875,27,5,0.2,0.1,0.9
876,48,20,0.2,0.1,0.9
877,-21,32,0.2,0.1,0.9
878,43,14,0.2,0.1,0.9
879,40,10,0.2,0.1,0.9
880,47,27,0.2,0.1,0.9
881,49,19,0.2,0.1,0.9
882,23,25,0.2,0.1,0.9
883,26,22,0.2,0.1,0.9
884,7,22,0.2,0.1,0.9
885,22,18,0.2,0.1,0.9
886,42,8,0.2,0.1,0.9
887,-7,28,0.2,0.1,0.9
888,40,10,0.2,0.1,0.9
889,-82,52,0.2,0.1,0.9
890,44,14,0.2,0.1,0.9
891,28,12,0.2,0.1,0.9
892,35,15,0.2,0.1,0.9
893,4,18,0.2,0.1,0.9
894,30,21,0.2,0.1,0.9
895,38,12,0.2,0.1,0.9
896,14,15,0.2,0.1,0.9
897,-17,26,0.2,0.1,0.9
898,18,0,0.2,0.1,0.9
899,7,15,0.2,0.1,0.9
900,31,4,0.2,0.1,0.9
901,24,8,0.2,0.1,0.9
902,12,8,0.2,0.1,0.9
903,-69,36,0.2,0.1,0.9
904,9,24,0.2,0.1,0.9
905,-211,112,0.2,0.1,0.9
906,42,8,0.2,0.1,0.9
907,38,13,0.2,0.1,0.9
908,34,22,0.2,0.1,0.9
909,26,6,0.2,0.1,0.9
910,30,4,0.2,0.1,0.9
911,31,3,0.2,0.1,0.9
912,39,22,0.2,0.1,0.9
913,31,3,0.2,0.1,0.9
914,19,11,0.2,0.1,0.9
915,39,11,0.2,0.1,0.9
916,19,19,0.2,0.1,0.9
917,19,5,0.2,0.1,0.9
918,8,36,0.2,0.1,0.9
919,6,8,0.2,0.1,0.9
920,31,3,0.2,0.1,0.9
921,28,5,0.2,0.1,0.9
922,6,14,0.2,0.1,0.9
923,36,14,0.2,0.1,0.9
924,33,2,0.2,0.1,0.9
925,49,19,0.2,0.1,0.9
926,37,14,0.2,0.1,0.9
927,23,18,0.2,0.1,0.9
928,-12,10,0.2,0.1,0.9
929,26,28,0.2,0.1,0.9
930,14,6,0.2,0.1,0.9
931,0,8,0.2,0.1,0.9
932,0,35,0.2,0.1,0.9
933,14,19,0.2,0.1,0.9
934,46,6,0.2,0.1,0.9
935,28,6,0.2,0.1,0.9
936,39,12,0.2,0.1,0.9
937,23,17,0.2,0.1,0.9
938,24,13,0.2,0.1,0.9
939,-28,34,0.2,0.1,0.9
940,6,8,0.2,0.1,0.9
941,1,4,0.2,0.1,0.9
942,24,9,0.2,0.1,0.9
943,21,19,0.2,0.1,0.9
944,-6,6,0.2,0.1,0.9
945,-48,43,0.2,0.1,0.9
946,17,6,0.2,0.1,0.9
947,26,6,0.2,0.1,0.9
948,51,18,0.2,0.1,0.9
949,22,3,0.2,0.1,0.9
950,27,5,0.2,0.1,0.9
951,11,28,0.2,0.1,0.9
952,-58,40,0.2,0.1,0.9
953,44,15,0.2,0.1,0.9
954,-13,19,0.2,0.1,0.9
955,-95,80,0.2,0.1,0.9
956,16,5,0.2,0.1,0.9
957,5,15,0.2,0.1,0.9
958,-62,51,0.2,0.1,0.9
959,43,8,0.2,0.1,0.9
960,25,7,0.2,0.1,0.9
961,15,10,0.2,0.1,0.9
962,40,10,0.2,0.1,0.9
963,17,13,0.2,0.1,0.9
964,18,0,0.2,0.1,0.9
965,14,6,0.2,0.1,0.9
966,44,7,0.2,0.1,0.9
967,-362,195,0.2,0.1,0.9
968,-20,28,0.2,0.1,0.9
969,34,30,0.2,0.1,0.9
970,21,20,0.2,0.1,0.9
971,14,14,0.2,0.1,0.9
972,3,28,0.2,0.1,0.9
973,53,15,0.2,0.1,0.9
974,25,21,0.2,0.1,0.9
975,38,11,0.2,0.1,0.9
976,5,22,0.2,0.1,0.9
977,-15,30,0.2,0.1,0.9
978,0,16,0.2,0.1,0.9
979,16,6,0.2,0.1,0.9
980,51,17,0.2,0.1,0.9
981,44,7,0.2,0.1,0.9
982,15,12,0.2,0.1,0.9
983,27,7,0.2,0.1,0.9
984,29,4,0.2,0.1,0.9
985,25,16,0.2,0.1,0.9
986,38,11,0.2,0.1,0.9
987,13,10,0.2,0.1,0.9
988,16,8,0.2,0.1,0.9
989,3,22,0.2,0.1,0.9
990,-10,34,0.2,0.1,0.9
991,22,19,0.2,0.1,0.9
992,-21,41,0.2,0.1,0.9
993,-1,12,0.2,0.1,0.9
994,28,6,0.2,0.1,0.9
995,43,8,0.2,0.1,0.9
996,44,14,0.2,0.1,0.9
997,44,7,0.2,0.1,0.9
998,10,14,0.2,0.1,0.9
999,-12,8,0.2,0.1,0.9
1000,24,19,0.2,0.1,0.9
1001,17,23,0.2,0.1,0.9
1002,2,24,0.2,0.1,0.9
1003,36,14,0.2,0.1,0.9
1004,22,18,0.2,0.1,0.9
1005,-186,138,0.2,0.1,0.9
1006,20,4,0.2,0.1,0.9
1007,39,12,0.2,0.1,0.9
1008,29,10,0.2,0.1,0.9
1009,29,4,0.2,0.1,0.9
1010,24,8,0.2,0.1,0.9
1011,-22,41,0.2,0.1,0.9
1012,42,9,0.2,0.1,0.9
1013,13,10,0.2,0.1,0.9
1014,18,4,0.2,0.1,0.9
1015,30,4,0.2,0.1,0.9
1016,37,13,0.2,0.1,0.9
1017,32,9,0.2,0.1,0.9
1018,26,18,0.2,0.1,0.9
1019,19,14,0.2,0.1,0.9
1020,8,14,0.2,0.1,0.9
1021,-48,31,0.2,0.1,0.9
1022,16,7,0.2,0.1,0.9
1023,-52,63,0.2,0.1,0.9
1024,43,8,0.2,0.1,0.9
1025,32,9,0.2,0.1,0.9
1026,32,16,0.2,0.1,0.9
1027,13,12,0.2,0.1,0.9
1028,28,5,0.2,0.1,0.9
1029,30,18,0.2,0.1,0.9
1030,33,2,0.2,0.1,0.9
1031,12,4,0.2,0.1,0.9
1032,15,9,0.2,0.1,0.9
1033,55,14,0.2,0.1,0.9
1034,-30,52,0.2,0.1,0.9
1035,6,10,0.2,0.1,0.9
1036,26,6,0.2,0.1,0.9
1037,32,24,0.2,0.1,0.9
1038,-43,41,0.2,0.1,0.9
1039,39,12,0.2,0.1,0.9
1040,33,2,0.2,0.1,0.9
1041,30,4,0.2,0.1,0.9
1042,20,13,0.2,0.1,0.9
1043,9,6,0.2,0.1,0.9
1044,34,16,0.2,0.1,0.9
1045,36,14,0.2,0.1,0.9
1046,31,3,0.2,0.1,0.9
1047,0,6,0.2,0.1,0.9
1048,-31,48,0.2,0.1,0.9
1049,14,20,0.2,0.1,0.9
1050,28,12,0.2,0.1,0.9
1051,14,8,0.2,0.1,0.9
1052,33,15,0.2,0.1,0.9
1053,15,2,0.2,0.1,0.9
1054,42,10,0.2,0.1,0.9
1055,37,11,0.2,0.1,0.9
1056,10,12,0.2,0.1,0.9
1057,12,22,0.2,0.1,0.9
1058,-133,68,0.2,0.1,0.9
1059,57,12,0.2,0.1,0.9
1060,11,22,0.2,0.1,0.9
1061,33,2,0.2,0.1,0.9
1062,26,21,0.2,0.1,0.9
1063,15,7,0.2,0.1,0.9
1064,15,18,0.2,0.1,0.9
1065,-23,27,0.2,0.1,0.9
1066,40,10,0.2,0.1,0.9
1067,23,17,0.2,0.1,0.9
1068,27,14,0.2,0.1,0.9
1069,-3,8,0.2,0.1,0.9
1070,21,18,0.2,0.1,0.9
1071,38,13,0.2,0.1,0.9
1072,-12,14,0.2,0.1,0.9
1073,40,11,0.2,0.1,0.9
1074,4,27,0.2,0.1,0.9
1075,38,13,0.2,0.1,0.9
1076,44,8,0.2,0.1,0.9
1077,4,22,0.2,0.1,0.9
1078,8,31,0.2,0.1,0.9
1079,-19,45,0.2,0.1,0.9
1080,26,6,0.2,0.1,0.9
1081,31,3,0.2,0.1,0.9
1082,37,13,0.2,0.1,0.9
1083,24,9,0.2,0.1,0.9
1084,7,24,0.2,0.1,0.9
1085,28,15,0.2,0.1,0.9
1086,26,6,0.2,0.1,0.9
1087,57,12,0.2,0.1,0.9
1088,42,8,0.2,0.1,0.9
1089,21,11,0.2,0.1,0.9
1090,14,22,0.2,0.1,0.9
1091,-40,52,0.2,0.1,0.9
1092,10,8,0.2,0.1,0.9
1093,12,35,0.2,0.1,0.9
1094,14,16,0.2,0.1,0.9
1095,-46,38,0.2,0.1,0.9
1096,10,6,0.2,0.1,0.9
1097,6,9,0.2,0.1,0.9
1098,38,11,0.2,0.1,0.9
1099,33,16,0.2,0.1,0.9
1100,28,20,0.2,0.1,0.9
1101,-17,31,0.2,0.1,0.9
1102,9,6,0.2,0.1,0.9
1103,-28,47,0.2,0.1,0.9
1104,31,3,0.2,0.1,0.9
1105,29,4,0.2,0.1,0.9
1106,-4,12,0.2,0.1,0.9
1107,9,36,0.2,0.1,0.9
1108,16,6,0.2,0.1,0.9
1109,-17,20,0.2,0.1,0.9
1110,-16,40,0.2,0.1,0.9
1111,46,6,0.2,0.1,0.9
1112,28,15,0.2,0.1,0.9
1113,23,10,0.2,0.1,0.9
1114,3,9,0.2,0.1,0.9
1115,22,32,0.2,0.1,0.9
1116,35,23,0.2,0.1,0.9
1117,1,29,0.2,0.1,0.9
1118,5,8,0.2,0.1,0.9
1119,27,14,0.2,0.1,0.9
1120,-7,25,0.2,0.1,0.9
1121,14,24,0.2,0.1,0.9
1122,22,10,0.2,0.1,0.9
1123,-6,20,0.2,0.1,0.9
1124,-10,31,0.2,0.1,0.9
1125,42,9,0.2,0.1,0.9
1126,17,13,0.2,0.1,0.9
1127,12,12,0.2,0.1,0.9
1128,51,17,0.2,0.1,0.9
1129,26,6,0.2,0.1,0.9
1130,2,16,0.2,0.1,0.9
1131,36,22,0.2,0.1,0.9
1132,39,12,0.2,0.1,0.9
1133,30,4,0.2,0.1,0.9
1134,-17,36,0.2,0.1,0.9
1135,18,6,0.2,0.1,0.9
1136,6,8,0.2,0.1,0.9
1137,-12,14,0.2,0.1,0.9
1138,-3,10,0.2,0.1,0.9
1139,28,20,0.2,0.1,0.9
1140,-48,36,0.2,0.1,0.9
1141,26,14,0.2,0.1,0.9
1142,28,5,0.2,0.1,0.9
1143,-27,34,0.2,0.1,0.9
1144,21,27,0.2,0.1,0.9
1145,12,4,0.2,0.1,0.9
1146,36,14,0.2,0.1,0.9
1147,-20,11,0.2,0.1,0.9
1148,49,17,0.2,0.1,0.9
1149,13,10,0.2,0.1,0.9
1150,35,14,0.2,0.1,0.9
1151,37,12,0.2,0.1,0.9
1152,18,23,0.2,0.1,0.9
1153,-8,32,0.2,0.1,0.9
1154,14,24,0.2,0.1,0.9
1155,0,26,0.2,0.1,0.9
1156,29,4,0.2,0.1,0.9
1157,3,33,0.2,0.1,0.9
1158,46,13,0.2,0.1,0.9
1159,31,4,0.2,0.1,0.9
1160,-103,75,0.2,0.1,0.9
1161,27,7,0.2,0.1,0.9
1162,25,15,0.2,0.1,0.9
1163,14,8,0.2,0.1,0.9
1164,10,12,0.2,0.1,0.9
1165,33,2,0.2,0.1,0.9
1166,-18,34,0.2,0.1,0.9
1167,35,13,0.2,0.1,0.9
1168,17,11,0.2,0.1,0.9
1169,29,5,0.2,0.1,0.9
1170,54,14,0.2,0.1,0.9
1171,23,15,0.2,0.1,0.9
1172,-4,12,0.2,0.1,0.9
1173,-3,18,0.2,0.1,0.9
1174,25,7,0.2,0.1,0.9
1175,21,11,0.2,0.1,0.9
1176,12,18,0.2,0.1,0.9
1177,33,2,0.2,0.1,0.9
1178,39,11,0.2,0.1,0.9
1179,20,18,0.2,0.1,0.9
1180,13,8,0.2,0.1,0.9
1181,12,4,0.2,0.1,0.9
1182,13,11,0.2,0.1,0.9
1183,15,9,0.2,0.1,0.9
1184,42,9,0.2,0.1,0.9
1185,43,8,0.2,0.1,0.9
1186,35,15,0.2,0.1,0.9
1187,36,11,0.2,0.1,0.9
1188,26,6,0.2,0.1,0.9
1189,36,15,0.2,0.1,0.9
1190,9,9,0.2,0.1,0.9
1191,16,38,0.2,0.1,0.9
1192,30,4,0.2,0.1,0.9
1193,8,16,0.2,0.1,0.9
1194,5,3,0.2,0.1,0.9
1195,26,6,0.2,0.1,0.9
1196,6,26,0.2,0.1,0.9
1197,52,16,0.2,0.1,0.9
1198,24,17,0.2,0.1,0.9
1199,-8,19,0.2,0.1,0.9
1200,12,10,0.2,0.1,0.9
1201,43,8,0.2,0.1,0.9
1202,26,6,0.2,0.1,0.9
1203,28,12,0.2,0.1,0.9
1204,17,12,0.2,0.1,0.9
1205,-4,18,0.2,0.1,0.9
1206,11,26,0.2,0.1,0.9
1207,22,8,0.2,0.1,0.9
1208,-9,17,0.2,0.1,0.9
1209,17,22,0.2,0.1,0.9
1210,-22,26,0.2,0.1,0.9
1211,31,18,0.2,0.1,0.9
1212,-81,61,0.2,0.1,0.9
1213,25,13,0.2,0.1,0.9
1214,1,10,0.2,0.1,0.9
1215,19,13,0.2,0.1,0.9
1216,-7,11,0.2,0.1,0.9
1217,8,20,0.2,0.1,0.9
1218,44,8,0.2,0.1,0.9
1219,-9,17,0.2,0.1,0.9
1220,15,42,0.2,0.1,0.9
1221,44,7,0.2,0.1,0.9
1222,-52,42,0.2,0.1,0.9
1223,6,15,0.2,0.1,0.9
1224,-3,18,0.2,0.1,0.9
1225,31,3,0.2,0.1,0.9
1226,18,20,0.2,0.1,0.9
1227,50,18,0.2,0.1,0.9
1228,30,17,0.2,0.1,0.9
1229,38,19,0.2,0.1,0.9
1230,39,19,0.2,0.1,0.9
1231,30,4,0.2,0.1,0.9
1232,33,2,0.2,0.1,0.9
1233,20,4,0.2,0.1,0.9
1234,57,12,0.2,0.1,0.9
1235,17,14,0.2,0.1,0.9
1236,-35,30,0.2,0.1,0.9
1237,18,20,0.2,0.1,0.9
1238,17,12,0.2,0.1,0.9
1239,29,23,0.2,0.1,0.9
1240,24,8,0.2,0.1,0.9
1241,29,11,0.2,0.1,0.9
1242,14,9,0.2,0.1,0.9
1243,33,2,0.2,0.1,0.9
1244,40,16,0.2,0.1,0.9
1245,-12,24,0.2,0.1,0.9
1246,19,13,0.2,0.1,0.9
1247,18,8,0.2,0.1,0.9
1248,30,4,0.2,0.1,0.9
1249,42,10,0.2,0.1,0.9
1250,26,12,0.2,0.1,0.9
1251,5,8,0.2,0.1,0.9
1252,18,5,0.2,0.1,0.9
1253,26,14,0.2,0.1,0.9
1254,6,8,0.2,0.1,0.9
1255,10,12,0.2,0.1,0.9
1256,-7,33,0.2,0.1,0.9
1257,39,11,0.2,0.1,0.9
1258,20,6,0.2,0.1,0.9
1259,-111,93,0.2,0.1,0.9
1260,5,10,0.2,0.1,0.9
1261,-2,28,0.2,0.1,0.9
1262,11,12,0.2,0.1,0.9
1263,-17,16,0.2,0.1,0.9
1264,-5,23,0.2,0.1,0.9
1265,1,22,0.2,0.1,0.9
1266,-68,63,0.2,0.1,0.9
1267,27,7,0.2,0.1,0.9
1268,24,8,0.2,0.1,0.9
1269,22,16,0.2,0.1,0.9
1270,27,6,0.2,0.1,0.9
1271,12,8,0.2,0.1,0.9
1272,29,4,0.2,0.1,0.9
1273,26,8,0.2,0.1,0.9
1274,12,12,0.2,0.1,0.9
1275,10,12,0.2,0.1,0.9
1276,46,6,0.2,0.1,0.9
1277,27,6,0.2,0.1,0.9
1278,22,10,0.2,0.1,0.9
1279,-67,51,0.2,0.1,0.9
1280,16,15,0.2,0.1,0.9
1281,32,11,0.2,0.1,0.9
1282,9,11,0.2,0.1,0.9
1283,5,18,0.2,0.1,0.9
1284,22,10,0.2,0.1,0.9
1285,39,11,0.2,0.1,0.9
1286,12,4,0.2,0.1,0.9
1287,17,14,0.2,0.1,0.9
1288,6,17,0.2,0.1,0.9
1289,28,6,0.2,0.1,0.9
1290,-70,38,0.2,0.1,0.9
1291,-75,58,0.2,0.1,0.9
1292,15,7,0.2,0.1,0.9
1293,12,4,0.2,0.1,0.9
1294,21,25,0.2,0.1,0.9
1295,-5,24,0.2,0.1,0.9
1296,33,2,0.2,0.1,0.9
1297,33,2,0.2,0.1,0.9
1298,25,15,0.2,0.1,0.9
1299,7,15,0.2,0.1,0.9
1300,3,18,0.2,0.1,0.9
1301,27,6,0.2,0.1,0.9
1302,45,23,0.2,0.1,0.9
1303,12,29,0.2,0.1,0.9
1304,-19,26,0.2,0.1,0.9
1305,-246,141,0.2,0.1,0.9
1306,17,6,0.2,0.1,0.9
1307,46,18,0.2,0.1,0.9
1308,18,0,0.2,0.1,0.9
1309,25,8,0.2,0.1,0.9
1310,25,7,0.2,0.1,0.9
1311,21,18,0.2,0.1,0.9
1312,33,25,0.2,0.1,0.9
1313,32,11,0.2,0.1,0.9
1314,57,12,0.2,0.1,0.9
1315,25,7,0.2,0.1,0.9
1316,25,8,0.2,0.1,0.9
1317,16,12,0.2,0.1,0.9
1318,25,7,0.2,0.1,0.9
1319,22,10,0.2,0.1,0.9
1320,20,12,0.2,0.1,0.9
1321,-9,14,0.2,0.1,0.9
1322,2,16,0.2,0.1,0.9
1323,36,14,0.2,0.1,0.9
1324,18,30,0.2,0.1,0.9
1325,19,23,0.2,0.1,0.9
1326,49,17,0.2,0.1,0.9
1327,-41,51,0.2,0.1,0.9
1328,26,13,0.2,0.1,0.9
1329,26,15,0.2,0.1,0.9
1330,28,20,0.2,0.1,0.9
1331,20,12,0.2,0.1,0.9
1332,15,13,0.2,0.1,0.9
1333,49,17,0.2,0.1,0.9
1334,18,0,0.2,0.1,0.9
1335,23,10,0.2,0.1,0.9
1336,6,22,0.2,0.1,0.9
1337,12,15,0.2,0.1,0.9
1338,35,15,0.2,0.1,0.9
1339,40,10,0.2,0.1,0.9
1340,43,30,0.2,0.1,0.9
1341,23,14,0.2,0.1,0.9
1342,44,17,0.2,0.1,0.9
1343,17,11,0.2,0.1,0.9
1344,46,6,0.2,0.1,0.9
1345,27,13,0.2,0.1,0.9
1346,-5,21,0.2,0.1,0.9
1347,21,19,0.2,0.1,0.9
1348,25,15,0.2,0.1,0.9
1349,10,12,0.2,0.1,0.9
1350,25,8,0.2,0.1,0.9
1351,47,21,0.2,0.1,0.9
1352,34,16,0.2,0.1,0.9
1353,44,7,0.2,0.1,0.9
1354,31,3,0.2,0.1,0.9
1355,3,10,0.2,0.1,0.9
1356,5,7,0.2,0.1,0.9
1357,-39,16,0.2,0.1,0.9
1358,31,3,0.2,0.1,0.9
1359,25,3,0.2,0.1,0.9
1360,27,6,0.2,0.1,0.9
1361,25,8,0.2,0.1,0.9
1362,18,5,0.2,0.1,0.9
1363,25,7,0.2,0.1,0.9
1364,22,10,0.2,0.1,0.9
1365,27,21,0.2,0.1,0.9
1366,-26,16,0.2,0.1,0.9
1367,22,18,0.2,0.1,0.9
1368,30,20,0.2,0.1,0.9
1369,40,11,0.2,0.1,0.9
1370,27,14,0.2,0.1,0.9
1371,31,3,0.2,0.1,0.9
1372,22,8,0.2,0.1,0.9
1373,14,8,0.2,0.1,0.9
1374,42,9,0.2,0.1,0.9
1375,19,19,0.2,0.1,0.9
1376,31,10,0.2,0.1,0.9
1377,26,6,0.2,0.1,0.9
1378,-23,39,0.2,0.1,0.9
1379,42,9,0.2,0.1,0.9
1380,20,12,0.2,0.1,0.9
1381,7,26,0.2,0.1,0.9
1382,26,14,0.2,0.1,0.9
1383,29,4,0.2,0.1,0.9
1384,8,18,0.2,0.1,0.9
1385,38,12,0.2,0.1,0.9
1386,15,17,0.2,0.1,0.9
1387,-7,16,0.2,0.1,0.9
1388,55,13,0.2,0.1,0.9
1389,18,0,0.2,0.1,0.9
1390,-78,58,0.2,0.1,0.9
1391,27,21,0.2,0.1,0.9
1392,12,8,0.2,0.1,0.9
1393,16,7,0.2,0.1,0.9
1394,41,9,0.2,0.1,0.9
1395,51,23,0.2,0.1,0.9
1396,21,11,0.2,0.1,0.9
1397,33,2,0.2,0.1,0.9
1398,40,9,0.2,0.1,0.9
1399,12,21,0.2,0.1,0.9
1400,26,19,0.2,0.1,0.9
1401,41,9,0.2,0.1,0.9
1402,27,7,0.2,0.1,0.9
1403,58,21,0.2,0.1,0.9
1404,33,25,0.2,0.1,0.9
1405,13,12,0.2,0.1,0.9
1406,16,7,0.2,0.1,0.9
1407,-4,16,0.2,0.1,0.9
1408,18,22,0.2,0.1,0.9
1409,31,3,0.2,0.1,0.9
1410,18,0,0.2,0.1,0.9
1411,25,8,0.2,0.1,0.9
1412,18,0,0.2,0.1,0.9
1413,18,20,0.2,0.1,0.9
1414,33,9,0.2,0.1,0.9
1415,38,11,0.2,0.1,0.9
1416,9,6,0.2,0.1,0.9
1417,19,22,0.2,0.1,0.9
1418,13,8,0.2,0.1,0.9
1419,12,18,0.2,0.1,0.9
1420,28,14,0.2,0.1,0.9
1421,39,19,0.2,0.1,0.9
1422,28,5,0.2,0.1,0.9
1423,15,15,0.2,0.1,0.9
1424,11,32,0.2,0.1,0.9
1425,-23,36,0.2,0.1,0.9
1426,-11,24,0.2,0.1,0.9
1427,-5,9,0.2,0.1,0.9
1428,-8,22,0.2,0.1,0.9
1429,60,24,0.2,0.1,0.9
1430,12,14,0.2,0.1,0.9
1431,26,6,0.2,0.1,0.9
1432,6,12,0.2,0.1,0.9
1433,35,19,0.2,0.1,0.9
1434,38,10,0.2,0.1,0.9
1435,-37,24,0.2,0.1,0.9
1436,-8,10,0.2,0.1,0.9
1437,19,12,0.2,0.1,0.9
1438,25,8,0.2,0.1,0.9
1439,-37,12,0.2,0.1,0.9
1440,40,10,0.2,0.1,0.9
1441,9,6,0.2,0.1,0.9
1442,-115,82,0.2,0.1,0.9
1443,51,18,0.2,0.1,0.9
1444,36,14,0.2,0.1,0.9
1445,-12,32,0.2,0.1,0.9
1446,33,18,0.2,0.1,0.9
1447,-32,38,0.2,0.1,0.9
1448,29,4,0.2,0.1,0.9
1449,34,14,0.2,0.1,0.9
1450,21,11,0.2,0.1,0.9
1451,27,6,0.2,0.1,0.9
1452,-16,26,0.2,0.1,0.9
1453,24,27,0.2,0.1,0.9
1454,21,11,0.2,0.1,0.9
1455,29,6,0.2,0.1,0.9
1456,18,0,0.2,0.1,0.9
1457,27,6,0.2,0.1,0.9
1458,39,11,0.2,0.1,0.9
1459,14,8,0.2,0.1,0.9
1460,27,19,0.2,0.1,0.9
1461,3,10,0.2,0.1,0.9
1462,5,33,0.2,0.1,0.9
1463,5,16,0.2,0.1,0.9
1464,30,9,0.2,0.1,0.9
1465,-6,15,0.2,0.1,0.9
1466,10,15,0.2,0.1,0.9
1467,27,7,0.2,0.1,0.9
1468,16,16,0.2,0.1,0.9
1469,6,12,0.2,0.1,0.9
1470,30,4,0.2,0.1,0.9
1471,26,6,0.2,0.1,0.9
1472,29,4,0.2,0.1,0.9
1473,-15,21,0.2,0.1,0.9
1474,16,7,0.2,0.1,0.9
1475,23,10,0.2,0.1,0.9
1476,18,0,0.2,0.1,0.9
1477,40,10,0.2,0.1,0.9
1478,33,2,0.2,0.1,0.9
1479,19,27,0.2,0.1,0.9
1480,-4,25,0.2,0.1,0.9
1481,33,2,0.2,0.1,0.9
1482,-81,59,0.2,0.1,0.9
1483,-13,15,0.2,0.1,0.9
1484,33,2,0.2,0.1,0.9
1485,16,6,0.2,0.1,0.9
1486,43,22,0.2,0.1,0.9
1487,29,11,0.2,0.1,0.9
1488,48,20,0.2,0.1,0.9
1489,37,12,0.2,0.1,0.9
1490,-46,48,0.2,0.1,0.9
1491,-8,10,0.2,0.1,0.9
1492,21,12,0.2,0.1,0.9
1493,12,19,0.2,0.1,0.9
1494,19,6,0.2,0.1,0.9
